Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-REC-00056,Workday,RECRUITING,Requisition,Technology,Budget -> Expense -> Journal -> Dashboard,Functional,Approve Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00057,Workday,RECRUITING,Requisition,Public Sector,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Close Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00058,Workday,RECRUITING,Requisition,Public Sector,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Submit Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00059,Workday,RECRUITING,Requisition,Public Sector,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Submit Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00060,Workday,RECRUITING,Requisition,Public Sector,Supplier Invoice -> Matching -> Approval -> Payment,Mobile,Sync Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00061,Workday,RECRUITING,Requisition,Public Sector,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Sync Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00062,Workday,RECRUITING,Requisition,Public Sector,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Review Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00063,Workday,RECRUITING,Requisition,Public Sector,Budget -> Expense -> Journal -> Dashboard,Regression,Submit Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00064,Workday,RECRUITING,Requisition,Hospitality,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Close Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00065,Workday,RECRUITING,Requisition,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Create Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00066,Workday,RECRUITING,Requisition,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Route Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00067,Workday,RECRUITING,Requisition,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Approve Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00068,Workday,RECRUITING,Requisition,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Create Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00069,Workday,RECRUITING,Requisition,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Close Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00070,Workday,RECRUITING,Requisition,Hospitality,Budget -> Expense -> Journal -> Dashboard,Workflow,Sync Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00071,Workday,RECRUITING,Sourcing,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Review Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00072,Workday,RECRUITING,Sourcing,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Create Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00073,Workday,RECRUITING,Sourcing,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Route Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00074,Workday,RECRUITING,Sourcing,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Edit Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00075,Workday,RECRUITING,Sourcing,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Create Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00076,Workday,RECRUITING,Sourcing,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Sync Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00077,Workday,RECRUITING,Sourcing,Corporate,Budget -> Expense -> Journal -> Dashboard,Accessibility,Update Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
