Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SA-00073,Sales,Account,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,View Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform View and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Integration
SF-SA-00074,Sales,Account,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Edit Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-00075,Sales,Account,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,View Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform View and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-00076,Sales,Account,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Clone Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Clone and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Security
SF-SA-00077,Sales,Account,Retail Banking,Account -> Contact -> Opp -> Close Won,Mobile,Approve Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Approve and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Regression
SF-SA-00078,Sales,Account,Retail Banking,Account -> Contact -> Opp -> Close Won,Performance,Submit Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Submit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Mobile
SF-SA-00079,Sales,Account,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Archive Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Archive and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Accessibility
SF-SA-00080,Sales,Account,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Sync Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Sync and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Performance
SF-SA-00081,Sales,Account,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Restore Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Restore and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Regression
SF-SA-00082,Sales,Account,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Edit Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Edit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Performance
SF-SA-00083,Sales,Account,Manufacturing,Account -> Contact -> Opp -> Close Won,Regression,Sync Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Sync and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Performance
SF-SA-00084,Sales,Account,Manufacturing,Account -> Contact -> Opp -> Close Won,Regression,Restore Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Restore and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Functional
SF-SA-00085,Sales,Account,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Reject Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reject and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Mobile
SF-SA-00086,Sales,Account,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Export Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Export and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Mobile
SF-SA-00087,Sales,Account,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Submit Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Submit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Integration
SF-SA-00088,Sales,Account,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Approve Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Approve and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Security
SF-SA-00089,Sales,Account,Retail,Account -> Contact -> Opp -> Close Won,Regression,Create Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Create and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,UI
SF-SA-00090,Sales,Account,Retail,Account -> Contact -> Opp -> Close Won,Accessibility,Reject Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reject and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Regression
SF-SA-00091,Sales,Account,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Archive Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Archive and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Security
SF-SA-00092,Sales,Account,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Accessibility,Create Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Create and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Security
SF-SA-00093,Sales,Account,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Search Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Search and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-00094,Sales,Account,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,View Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform View and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Mobile
SF-SA-00095,Sales,Account,Insurance,Account -> Contact -> Opp -> Close Won,Accessibility,Update Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Update and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,UI
SF-SA-00096,Sales,Account,Insurance,Account -> Contact -> Opp -> Close Won,Mobile,View Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform View and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Mobile
SF-SA-00097,Sales,Account,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Security,Validate Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Validate and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Performance
SF-SA-00098,Sales,Account,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Reassign Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reassign and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Mobile
SF-SA-00099,Sales,Account,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Validate Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Validate and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Security
SF-SA-00100,Sales,Account,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,Update Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Update and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-00101,Sales,Account,Education,Account -> Contact -> Opp -> Close Won,Performance,Restore Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Restore and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Performance
SF-SA-00102,Sales,Account,Education,Account -> Contact -> Opp -> Close Won,Mobile,Search Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Search and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Regression
SF-SA-00103,Sales,Account,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Clone Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Clone and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,UI
SF-SA-00104,Sales,Account,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Accessibility,Archive Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Archive and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Regression
