Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-REG-00057,Veeva,Regulatory,Submissions,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Security,Archive Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00058,Veeva,Regulatory,Submissions,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Integration,Validate Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00059,Veeva,Regulatory,Submissions,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Regression,Reject Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00060,Veeva,Regulatory,Submissions,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Update Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00061,Veeva,Regulatory,Labels,Pharma,Setup -> Review -> Approve -> Publish -> Archive,UI,Restore Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00062,Veeva,Regulatory,Labels,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Regression,Route Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00063,Veeva,Regulatory,Labels,Pharma,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Validate Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00064,Veeva,Regulatory,Labels,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Data Migration,Reject Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00065,Veeva,Regulatory,Labels,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Performance,Search Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00066,Veeva,Regulatory,Labels,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Archive Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00067,Veeva,Regulatory,Labels,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Regression,Update Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00068,Veeva,Regulatory,Labels,Biotech,Author -> Review -> Sign -> Distribute -> Track,Regression,Route Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00069,Veeva,Regulatory,Labels,Biotech,Plan -> Execute -> Verify -> Close -> Audit,UI,Approve Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00070,Veeva,Regulatory,Labels,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Restore Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00071,Veeva,Regulatory,Labels,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Security,Search Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00072,Veeva,Regulatory,Labels,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,UI,Reject Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00073,Veeva,Regulatory,Labels,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Workflow,Escalate Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00074,Veeva,Regulatory,Labels,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Functional,Delete Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00075,Veeva,Regulatory,Labels,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Integration,Archive Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00076,Veeva,Regulatory,Labels,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,UI,Submit Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00077,Veeva,Regulatory,Labels,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Functional,Archive Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00078,Veeva,Regulatory,Labels,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Regression,Edit Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00079,Veeva,Regulatory,Labels,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Functional,Escalate Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00080,Veeva,Regulatory,Labels,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Workflow,Submit Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00081,Veeva,Regulatory,Labels,CRO,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Reject CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00082,Veeva,Regulatory,Labels,CRO,Create -> Submit -> Approve -> Release -> Monitor,UI,Route CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
