Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SAP-00604,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00605,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00606,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00607,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00608,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00609,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00610,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00611,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00612,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00613,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00614,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00615,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00616,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00617,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00618,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00619,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00620,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00621,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00622,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00623,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00624,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00625,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00626,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00627,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00628,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00629,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00630,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00631,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00632,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00633,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00634,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00635,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00636,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00637,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00638,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00639,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00640,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00641,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00642,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00643,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00644,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00645,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00646,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00647,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00648,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00649,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00650,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00651,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00652,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00653,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00654,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00655,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00656,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00657,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00658,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00659,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00660,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00661,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00662,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00663,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00664,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00665,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00666,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00667,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00668,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00669,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00670,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00671,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00672,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00673,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00674,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00675,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00676,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00677,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00678,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00679,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00680,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00681,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00682,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00683,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00684,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00685,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00686,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00687,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00688,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00689,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00690,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00691,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00692,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00693,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00694,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00695,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00696,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00697,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00698,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00699,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00700,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00701,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00702,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00703,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00704,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00705,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00706,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00707,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00708,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00709,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00710,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00711,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00712,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00713,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00714,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00715,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00716,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00717,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00718,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00719,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00720,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00721,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00722,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00723,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00724,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00725,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00726,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00727,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00728,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00729,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00730,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00731,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00732,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00733,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00734,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00735,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00736,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00737,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00738,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00739,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00740,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00741,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00742,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00743,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00744,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00745,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00746,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00747,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00748,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00749,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00750,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00751,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00752,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00753,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00754,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
